StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Toestemming,Q1,Q2,Q3,Q3_10_TEXT,Q4_1,Q4_2,Q6,Q21,Q5_1,Q5_2,Q5_3,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q11_1,Q11_2,Q11_3,Q11_4,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q13_1,Q13_2,Q13_3,Q13_4,Random
2023-11-03 09:58:28,2023-11-03 10:03:38,IP Address,,100,310,True,2023-11-03 10:03:39,R_2SIvgdcw4Se5hhf,,,,,,,anonymous,EN,Ja,1999,Vrouw,Anders:,hbo,Waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,1 keer,Neutraal,Mee eens,Helemaal mee eens,Neutraal,Niet eens,Neutraal,Niet eens,Helemaal eens,Eens,3,8,9,1,3,7,2,7,5,7,Eens,Helemaal niet eens,Neutraal,Helemaal niet eens,4,5,5,5,4,3,2,3,Een beetje eens,Een beetje eens,Neutraal,Neutraal,2
2023-11-08 10:11:15,2023-11-08 10:21:38,IP Address,,100,623,True,2023-11-08 10:21:39,R_1oFMBQamMVrd1yy,,,,,,,anonymous,EN,Ja,1998,Vrouw,Anders:,HBO,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,2 keer,Mee eens,Mee eens,Helemaal mee eens,Helemaal niet eens,Neutraal,Eens,Niet eens,Niet eens,Neutraal,6,6,7,4,5,6,6,6,6,4,Eens,Neutraal,Eens,Neutraal,4,5,5,5,6,2,2,4,Een beetje eens,Niet mee eens,Mee eens,Neutraal,2
2023-11-01 14:29:48,2023-11-01 14:29:55,IP Address,,69,6,False,2023-11-08 13:29:56,R_1jCjtqZgp8ozMU5,,,,,,,anonymous,EN,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2023-11-10 08:38:39,2023-11-10 08:41:37,IP Address,,100,177,True,2023-11-10 08:41:37,R_2pQNRynB47fVP92,,,,,,,anonymous,EN,Ja,1999,Vrouw,Anders:,HBO,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,3 keer of meer,Niet mee eens,Mee eens,Mee eens,Eens,Niet eens,Niet eens,Niet eens,Eens,Eens,4,4,4,7,4,8,8,4,4,8,Eens,Niet eens,Eens,Niet eens,3,3,6,3,4,4,3,4,Mee eens,Mee eens,Mee eens,Niet mee eens,1
2023-11-13 03:49:36,2023-11-13 03:52:33,IP Address,,100,176,True,2023-11-13 03:52:34,R_3iKfZVKvh8ejOaB,,,,,,,anonymous,EN,Ja,2000,Vrouw,havo,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,1 keer,Helemaal mee eens,Mee eens,Helemaal mee eens,Neutraal,Eens,Eens,Niet eens,Helemaal eens,Eens,7,1,4,7,8,3,7,3,8,2,Eens,Eens,Eens,Eens,6,6,6,6,6,6,2,4,Neutraal,Een beetje eens,Mee eens,Een beetje oneens,3
2023-11-20 02:54:10,2023-11-20 02:57:49,IP Address,,100,218,True,2023-11-20 02:57:50,R_VWL87Xpds8GfWsF,,,,,,,anonymous,EN,Ja,2000,Vrouw,Universiteit,,Waarschijnlijk,Onwaarschijnlijk,0 keer,0 keer,Niet mee eens,Niet mee eens,Mee eens,Eens,Helemaal eens,Eens,Eens,Eens,Eens,7,7,6,4,5,7,4,8,3,7,Niet eens,Niet eens,Niet eens,Niet eens,5,5,5,5,3,3,5,5,Een beetje eens,Een beetje oneens,Een beetje eens,Een beetje eens,3
2023-11-29 04:14:58,2023-11-29 04:23:52,IP Address,,100,534,True,2023-11-29 04:23:53,R_22Li22lybk8CTJj,,,,,,,anonymous,EN,Ja,2000,Vrouw,Universiteit,,Onwaarschijnlijk,Waarschijnlijk,3 keer of meer,1 keer,Niet mee eens,Niet mee eens,Niet mee eens,Eens,Eens,Eens,Eens,Eens,Eens,2,2,3,3,8,3,6,5,5,5,Eens,Neutraal,Niet eens,Neutraal,5,5,5,5,5,3,5,4,Mee eens,Een beetje oneens,Mee eens,Een beetje oneens,1
2023-12-05 03:44:22,2023-12-05 03:48:04,IP Address,,100,221,True,2023-12-05 03:48:05,R_0lltWfTstcq2GTT,,,,,,,anonymous,EN,Ja,2000,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,2 keer,Helemaal niet mee eens,Niet mee eens,Mee eens,Eens,Eens,Helemaal eens,Eens,Helemaal eens,Eens,2,3,3,7,8,2,7,4,3,2,Helemaal eens,Neutraal,Eens,Helemaal eens,6,6,6,7,7,1,7,5,Een beetje oneens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,2
2023-12-09 07:53:37,2023-12-09 07:56:39,IP Address,,100,181,True,2023-12-09 07:56:40,R_2c7Wf5ZicZqRTna,,,,,,,anonymous,EN,Ja,1997,Vrouw,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,1 keer,Niet mee eens,Niet mee eens,Mee eens,Neutraal,Eens,Helemaal eens,Helemaal eens,Helemaal eens,Eens,2,3,4,4,5,5,4,8,4,5,Eens,Neutraal,Eens,Eens,5,4,6,6,5,3,6,6,Mee eens,Een beetje eens,Mee eens,Mee eens,2
2023-12-12 01:30:15,2023-12-12 01:41:22,IP Address,,100,666,True,2023-12-12 01:41:23,R_24kPFMvJ2F6OMMa,,,,,,,anonymous,EN,Ja,1999,Vrouw,Universiteit,,Waarschijnlijk,Onwaarschijnlijk,2 keer,0 keer,Neutraal,Niet mee eens,Mee eens,Eens,Eens,Helemaal eens,Eens,Helemaal eens,Helemaal eens,1,1,8,3,4,3,5,7,6,3,Eens,Niet eens,Niet eens,Neutraal,7,7,7,7,7,2,3,3,Neutraal,Niet mee eens,Mee eens,Niet mee eens,3
2023-12-12 05:14:40,2023-12-12 05:18:07,IP Address,,100,207,True,2023-12-12 05:18:08,R_2fBzBmAtM5vhamk,,,,,,,anonymous,EN,Ja,2000,Vrouw,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,1 keer,Niet mee eens,Niet mee eens,Neutraal,Niet eens,Helemaal niet eens,Eens,Helemaal niet eens,Eens,Neutraal,1,1,5,1,6,5,1,8,3,5,Eens,Niet eens,Helemaal niet eens,Helemaal niet eens,7,7,7,7,7,3,2,4,Mee eens,Een beetje oneens,Mee eens,Een beetje eens,1
2023-12-12 05:29:09,2023-12-12 05:39:34,IP Address,,100,624,True,2023-12-12 05:39:34,R_6zNnCZ516FlmRK9,,,,,,,anonymous,EN,Ja,1999,Vrouw,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,3 keer of meer,Mee eens,Niet mee eens,Mee eens,Niet eens,Niet eens,Eens,Eens,Eens,Niet eens,5,6,7,5,7,8,6,4,7,3,Eens,Eens,Helemaal eens,Eens,5,7,6,6,6,2,2,6,Mee eens,Een beetje eens,Mee eens,Een beetje eens,2
2023-12-12 06:33:50,2023-12-12 06:38:26,IP Address,,100,275,True,2023-12-12 06:38:27,R_DqKVl0hG7s4IUHn,,,,,,,anonymous,EN,Ja,2001,Man,Universiteit,,Heel waarschijnlijk,Neutraal,1 keer,0 keer,Mee eens,Mee eens,Helemaal mee eens,Neutraal,Eens,Eens,Neutraal,Helemaal eens,Eens,3,2,9,7,4,2,6,7,3,3,Helemaal eens,Eens,Eens,Neutraal,6,6,6,6,6,2,2,4,Een beetje eens,Een beetje oneens,Mee eens,Niet mee eens,1
2023-12-12 07:07:23,2023-12-12 07:09:36,IP Address,,100,132,True,2023-12-12 07:09:37,R_3O6bVAuULI6reME,,,,,,,anonymous,EN,Ja,2005,Man,havo,,Heel waarschijnlijk,Neutraal,2 keer,0 keer,Niet mee eens,Niet mee eens,Mee eens,Eens,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,6,6,6,6,7,4,7,8,7,6,Neutraal,Niet eens,Neutraal,Neutraal,3,5,4,6,4,5,5,4,Een beetje oneens,Neutraal,Een beetje eens,Mee eens,3
2023-12-12 07:36:02,2023-12-12 07:40:32,IP Address,,100,270,True,2023-12-12 07:40:33,R_2VpzjAw9xkxs6jp,,,,,,,anonymous,EN,Ja,2000,Vrouw,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,2 keer,Niet mee eens,Niet mee eens,Niet mee eens,Eens,Eens,Eens,Eens,Helemaal eens,Helemaal eens,3,3,3,9,7,3,5,5,4,3,Eens,Niet eens,Neutraal,Neutraal,5,4,5,6,4,3,3,3,Een beetje eens,Een beetje oneens,Neutraal,Een beetje eens,1
2023-12-12 07:44:18,2023-12-12 07:50:29,IP Address,,100,370,True,2023-12-12 07:50:30,R_1MLpl345xbMzTmu,,,,,,,anonymous,EN,Ja,2002,Vrouw,Anders:,hbo,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,3 keer of meer,Mee eens,Neutraal,Mee eens,Neutraal,Eens,Helemaal eens,Eens,Niet eens,Helemaal eens,9,8,5,5,5,7,4,5,2,6,Neutraal,Niet eens,Niet eens,Niet eens,4,3,4,3,4,5,5,3,Een beetje eens,Een beetje oneens,Een beetje oneens,Neutraal,3
2023-12-13 01:20:53,2023-12-13 01:24:02,IP Address,,100,189,True,2023-12-13 01:24:02,R_1dtNGxCGd9Lcyu1,,,,,,,anonymous,EN,Ja,1999,Vrouw,Universiteit,,Waarschijnlijk,Onwaarschijnlijk,3 keer of meer,2 keer,Mee eens,Neutraal,Mee eens,Eens,Neutraal,Niet eens,Niet eens,Eens,Neutraal,3,3,5,3,7,6,3,7,4,5,Niet eens,Niet eens,Niet eens,Helemaal niet eens,4,5,4,4,4,6,6,4,Niet mee eens,Niet mee eens,Een beetje eens,Een beetje eens,2
2023-12-13 02:45:36,2023-12-13 02:52:03,IP Address,,100,387,True,2023-12-13 02:52:04,R_2co9HTVRLDwUahs,,,,,,,anonymous,EN,Ja,2000,Man,Universiteit,,Waarschijnlijk,Onwaarschijnlijk,3 keer of meer,3 keer of meer,Mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Helemaal eens,Helemaal eens,Eens,Eens,Helemaal eens,4,7,5,6,5,5,7,4,3,2,Helemaal eens,Eens,Helemaal niet eens,Eens,6,6,5,6,6,3,7,4,Een beetje oneens,Helemaal mee eens,Mee eens,Neutraal,1
2023-12-13 03:18:48,2023-12-13 03:21:43,IP Address,,100,174,True,2023-12-13 03:21:43,R_RWy441wuXKHm3eh,,,,,,,anonymous,EN,Ja,2000,Man,Universiteit,,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,3 keer of meer,Neutraal,Mee eens,Mee eens,Eens,Helemaal eens,Eens,Helemaal eens,Helemaal eens,Eens,4,4,4,5,7,4,8,6,7,2,Eens,Eens,Niet eens,Eens,5,5,6,7,7,2,3,4,Een beetje eens,Neutraal,Een beetje oneens,Neutraal,3
2023-12-13 04:15:18,2023-12-13 04:22:36,IP Address,,100,438,True,2023-12-13 04:22:37,R_W9eJ27Y0tacC7o5,,,,,,,anonymous,EN,Ja,1997,Vrouw,Anders:,hbo,Heel waarschijnlijk,Waarschijnlijk,3 keer of meer,2 keer,Mee eens,Mee eens,Mee eens,Eens,Helemaal eens,Helemaal eens,Eens,Neutraal,Eens,5,4,4,5,7,5,5,6,5,6,Eens,Eens,Eens,Eens,4,4,4,4,4,2,1,3,Mee eens,Neutraal,Mee eens,Een beetje eens,2
2023-12-13 05:44:12,2023-12-13 05:47:45,IP Address,,100,213,True,2023-12-13 05:47:46,R_qPCAc1xaYIoZM6R,,,,,,,anonymous,EN,Ja,2003,Man,havo,,Heel waarschijnlijk,Neutraal,2 keer,1 keer,Helemaal niet mee eens,Niet mee eens,Helemaal mee eens,Neutraal,Neutraal,Helemaal eens,Helemaal niet eens,Helemaal eens,Helemaal eens,1,1,5,2,1,10,1,10,5,4,Neutraal,Neutraal,Neutraal,Helemaal niet eens,7,7,7,1,7,1,1,1,Helemaal niet mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal niet mee eens,1
2023-12-13 06:46:51,2023-12-13 06:49:25,IP Address,,100,154,True,2023-12-13 06:49:26,R_RekqGypb3DmYtpv,,,,,,,anonymous,EN,Ja,1999,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,2 keer,Helemaal niet mee eens,Helemaal mee eens,Neutraal,Eens,Eens,Eens,Eens,Eens,Eens,10,9,5,1,6,1,1,9,1,1,Eens,Eens,Niet eens,Eens,7,7,7,7,7,1,1,7,Mee eens,Niet mee eens,Mee eens,Mee eens,2
2023-12-13 06:51:30,2023-12-13 06:59:51,IP Address,,100,500,True,2023-12-13 06:59:51,R_DAXiy7eThZRAGat,,,,,,,anonymous,EN,Ja,2000,Man,havo,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,1 keer,Niet mee eens,Niet mee eens,Neutraal,Eens,Eens,Eens,Niet eens,Eens,Eens,6,5,5,6,6,5,4,5,3,5,Eens,Niet eens,Neutraal,Niet eens,6,6,6,6,5,2,2,4,Een beetje eens,Een beetje eens,Mee eens,Een beetje eens,3
2023-12-13 07:44:42,2023-12-13 07:54:00,IP Address,,100,557,True,2023-12-13 07:54:01,R_1C3Aen8yKIPCNKX,,,,,,,anonymous,EN,Ja,1996,Vrouw,Universiteit,,Heel waarschijnlijk,Waarschijnlijk,2 keer,2 keer,Mee eens,Neutraal,Helemaal mee eens,Helemaal eens,Helemaal eens,Eens,Helemaal eens,Eens,Helemaal eens,3,3,3,2,5,4,3,5,1,1,Neutraal,Niet eens,Helemaal niet eens,Helemaal eens,6,6,7,6,6,3,1,4,Mee eens,Een beetje eens,Helemaal mee eens,Een beetje eens,3
2023-12-13 13:55:05,2023-12-13 13:57:27,IP Address,,100,142,True,2023-12-13 13:57:28,R_5Cxh5FpVDuc3okK,,,,,,,anonymous,EN,Ja,1999,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,2 keer,Neutraal,Niet mee eens,Neutraal,Eens,Helemaal eens,Eens,Eens,Helemaal eens,Eens,4,3,6,4,4,7,5,7,4,7,Niet eens,Niet eens,Helemaal niet eens,Neutraal,5,7,6,5,6,3,2,5,Mee eens,Niet mee eens,Een beetje eens,Een beetje oneens,1
2023-12-13 14:20:24,2023-12-13 14:30:36,IP Address,,100,611,True,2023-12-13 14:30:36,R_7ZowrIoaUgClCWB,,,,,,,anonymous,EN,Ja,2002,Vrouw,havo,,Heel waarschijnlijk,Onwaarschijnlijk,1 keer,1 keer,Neutraal,Mee eens,Mee eens,Neutraal,Eens,Helemaal eens,Neutraal,Helemaal eens,Helemaal eens,3,3,6,3,5,7,4,8,5,7,Eens,Neutraal,Niet eens,Neutraal,5,6,6,6,5,5,3,5,Een beetje oneens,Een beetje eens,Mee eens,Niet mee eens,2
2023-12-14 01:05:59,2023-12-14 01:12:52,IP Address,,100,412,True,2023-12-14 01:12:52,R_8ghQ6EyzbjveoMx,,,,,,,anonymous,EN,Ja,1997,Vrouw,Universiteit,,Waarschijnlijk,Onwaarschijnlijk,0 keer,0 keer,Mee eens,Mee eens,Mee eens,Eens,Eens,Helemaal eens,Eens,Eens,Helemaal eens,4,4,5,7,5,5,5,5,3,3,Eens,Neutraal,Niet eens,Eens,5,5,5,5,5,3,2,5,Een beetje oneens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,3
2023-12-14 03:04:46,2023-12-14 03:21:52,IP Address,,100,1026,True,2023-12-14 03:21:53,R_7KPL2uRrNEMqY8O,,,,,,,anonymous,EN,Ja,1995,Man,mbo,,Heel waarschijnlijk,Neutraal,2 keer,1 keer,Mee eens,Neutraal,Helemaal mee eens,Eens,Eens,Eens,Helemaal eens,Helemaal eens,Eens,4,4,5,2,3,6,3,7,3,6,Helemaal niet eens,Helemaal niet eens,Helemaal niet eens,Neutraal,6,7,6,5,6,2,1,4,Mee eens,Neutraal,Mee eens,Een beetje eens,1
2023-12-14 04:32:43,2023-12-14 04:36:34,IP Address,,100,231,True,2023-12-14 04:36:35,R_1MQePYWfKosB0Po,,,,,,,anonymous,EN,Ja,2003,Vrouw,havo,,Heel waarschijnlijk,Neutraal,1 keer,0 keer,Mee eens,Mee eens,Helemaal mee eens,Neutraal,Eens,Neutraal,Neutraal,Eens,Eens,3,5,5,3,4,5,2,7,4,6,Eens,Neutraal,Neutraal,Niet eens,4,2,5,5,2,3,2,4,Een beetje eens,Helemaal mee eens,Helemaal mee eens,Neutraal,2
2023-12-14 04:41:43,2023-12-14 04:49:50,IP Address,,100,486,True,2023-12-14 04:49:51,R_2g0IsI5jEZYMWD7,,,,,,,anonymous,EN,Ja,1999,Man,Anders:,HBO,Heel waarschijnlijk,Neutraal,2 keer,0 keer,Mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Helemaal eens,Neutraal,Eens,Eens,Eens,8,7,6,7,7,4,6,6,5,4,Eens,Neutraal,Neutraal,Neutraal,6,5,6,5,6,2,3,4,Mee eens,Een beetje eens,Mee eens,Niet mee eens,2
2023-12-14 07:55:26,2023-12-14 07:57:37,IP Address,,100,131,True,2023-12-14 07:57:38,R_2JRrZqEKVN9M8Tu,,,,,,,anonymous,EN,Ja,1999,Vrouw,Universiteit,,Heel waarschijnlijk,Neutraal,3 keer of meer,3 keer of meer,Niet mee eens,Niet mee eens,Mee eens,Eens,Niet eens,Niet eens,Neutraal,Niet eens,Neutraal,6,6,7,6,6,7,8,8,6,4,Neutraal,Niet eens,Niet eens,Niet eens,4,3,3,4,4,3,3,4,Neutraal,Neutraal,Neutraal,Neutraal,1
2023-12-14 10:34:04,2023-12-14 10:36:38,IP Address,,100,154,True,2023-12-14 10:36:39,R_70r8Qk5dzC3voJ4,,,,,,,anonymous,EN,Ja,2000,Man,Universiteit,,Waarschijnlijk,Waarschijnlijk,1 keer,1 keer,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Eens,Eens,Eens,Eens,Eens,Eens,3,2,5,5,5,5,5,5,5,5,Neutraal,Eens,Neutraal,Eens,3,5,5,4,4,5,4,3,Een beetje eens,Een beetje eens,Een beetje oneens,Een beetje eens,3
2023-12-14 13:28:03,2023-12-14 13:35:38,IP Address,,100,454,True,2023-12-14 13:35:39,R_5BJRoH0928RgnKN,,,,,,,anonymous,EN,Ja,2001,Man,mbo,,Heel waarschijnlijk,Heel onwaarschijnlijk,0 keer,0 keer,Helemaal niet mee eens,Neutraal,Mee eens,Eens,Eens,Eens,Eens,Neutraal,Helemaal eens,6,6,6,3,5,5,5,6,6,6,Eens,Niet eens,Neutraal,Neutraal,5,5,5,5,6,5,4,4,Neutraal,Mee eens,Mee eens,Een beetje oneens,2
2023-12-15 14:18:44,2023-12-15 14:34:11,IP Address,,100,927,True,2023-12-15 14:34:12,R_70dfpDd8Txm1VmR,,,,,,,anonymous,EN,Ja,1998,Vrouw,Universiteit,,Heel waarschijnlijk,Neutraal,3 keer of meer,1 keer,Mee eens,Mee eens,Mee eens,Neutraal,Eens,Helemaal eens,Helemaal eens,Neutraal,Helemaal eens,2,3,4,5,6,4,4,6,4,4,Eens,Eens,Niet eens,Eens,3,4,6,5,4,2,3,5,Een beetje oneens,Neutraal,Helemaal mee eens,Neutraal,1
2023-12-16 18:57:58,2023-12-16 19:04:47,IP Address,,100,408,True,2023-12-16 19:04:47,R_1D1ZBkNswkCeTk7,,,,,,,anonymous,EN,Ja,2003,Vrouw,havo,,Heel waarschijnlijk,Neutraal,2 keer,3 keer of meer,Mee eens,Neutraal,Helemaal mee eens,Neutraal,Eens,Helemaal eens,Neutraal,Neutraal,Eens,5,5,6,4,5,5,3,7,5,4,Eens,Neutraal,Eens,Neutraal,5,3,3,4,4,3,5,3,Neutraal,Een beetje eens,Neutraal,Een beetje eens,1
2023-12-17 04:49:38,2023-12-17 04:53:33,IP Address,,100,235,True,2023-12-17 04:53:34,R_2me3HiiW6ryUjxe,,,,,,,anonymous,EN,Ja,1998,Man,Anders:,Middelbaar,Waarschijnlijk,Onwaarschijnlijk,0 keer,0 keer,Mee eens,Neutraal,Mee eens,Eens,Eens,Helemaal eens,Eens,Neutraal,Eens,4,4,7,6,3,7,6,6,4,5,Niet eens,Niet eens,Niet eens,Neutraal,4,4,4,4,4,4,4,4,Neutraal,Een beetje eens,Neutraal,Neutraal,2
2023-12-17 05:10:11,2023-12-17 05:12:03,IP Address,,100,111,True,2023-12-17 05:12:04,R_22MddMSwlXf0ANu,,,,,,,anonymous,EN,Ja,1998,Vrouw,Universiteit,,Neutraal,Neutraal,1 keer,0 keer,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal niet eens,Helemaal niet eens,Helemaal niet eens,Helemaal niet eens,Helemaal niet eens,Helemaal niet eens,5,5,4,5,3,7,3,6,4,6,Niet eens,Eens,Eens,Neutraal,4,4,4,4,4,3,4,4,Neutraal,Neutraal,Neutraal,Neutraal,3
2023-12-17 10:03:14,2023-12-17 10:08:14,IP Address,,100,299,True,2023-12-17 10:08:15,R_4dhQQMtHBTETOc4,,,,,,,anonymous,EN,Ja,2003,Man,mavo,,Heel waarschijnlijk,Onwaarschijnlijk,0 keer,0 keer,Niet mee eens,Mee eens,Helemaal mee eens,Eens,Eens,Helemaal eens,Helemaal eens,Helemaal eens,Neutraal,8,3,7,6,7,7,6,4,7,3,Eens,Eens,Helemaal eens,Helemaal eens,5,5,5,4,4,2,2,5,Niet mee eens,Een beetje eens,Een beetje oneens,Neutraal,3
2023-12-17 13:40:06,2023-12-17 13:44:12,IP Address,,100,246,True,2023-12-17 13:44:13,R_2LgSS3ju9VIqc4c,,,,,,,anonymous,EN,Ja,2006,Vrouw,vmbo,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,3 keer of meer,Niet mee eens,Mee eens,Neutraal,Neutraal,Eens,Eens,Eens,Eens,Eens,3,1,7,1,5,6,2,8,5,8,Helemaal eens,Neutraal,Neutraal,Neutraal,5,5,6,5,6,2,2,3,Mee eens,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,2
2023-12-18 03:50:30,2023-12-18 03:53:33,IP Address,,100,183,True,2023-12-18 03:53:34,R_3JqqBJcyi5oWmdB,,,,,,,anonymous,EN,Ja,2000,Man,Anders:,HBO,Waarschijnlijk,Onwaarschijnlijk,0 keer,0 keer,Niet mee eens,Niet mee eens,Neutraal,Eens,Eens,Eens,Eens,Neutraal,Neutraal,5,5,6,5,7,5,7,6,4,3,Neutraal,Neutraal,Neutraal,Eens,6,6,5,5,5,5,5,4,Neutraal,Een beetje eens,Een beetje eens,Neutraal,1
2023-12-18 05:09:26,2023-12-18 05:14:00,IP Address,,100,274,True,2023-12-18 05:14:01,R_7kjtdRmkk0VyFHg,,,,,,,anonymous,EN,Ja,1999,Vrouw,Universiteit,,Heel waarschijnlijk,Neutraal,3 keer of meer,2 keer,Mee eens,Mee eens,Mee eens,Eens,Eens,Eens,Eens,Eens,Eens,3,3,5,5,7,6,6,5,7,4,Eens,Eens,Eens,Eens,5,5,6,5,5,3,2,3,Mee eens,Een beetje oneens,Een beetje eens,Een beetje eens,3
2023-12-18 09:05:23,2023-12-18 09:09:45,IP Address,,100,261,True,2023-12-18 09:09:46,R_5lVVXZRzsmpRxmu,,,,,,,anonymous,EN,Ja,2000,Man,havo,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,2 keer,Niet mee eens,Niet mee eens,Niet mee eens,Eens,Eens,Eens,Eens,Eens,Neutraal,4,5,3,4,7,3,4,5,5,5,Neutraal,Helemaal niet eens,Helemaal niet eens,Neutraal,5,6,3,5,6,2,2,4,Een beetje eens,Een beetje eens,Een beetje eens,Neutraal,1
