StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Toestemming,Q1,Q2,Q3,Q3_10_TEXT,Q4_1,Q4_2,Q6,Q21,Q5_1,Q5_2,Q5_3,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q8_1,Q8_2,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q11_1,Q11_2,Q11_3,Q11_4,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q13_1,Q13_2,Q13_3,Q13_4,Random
2023-12-18 09:45:53,2023-12-18 09:53:57,IP Address,,100,484,True,2023-12-18 09:53:58,R_35bxihBp8nf5hfP,,,,,,,anonymous,EN,Ja,2000,Vrouw,vwo,,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,3 keer of meer,Helemaal niet mee eens,Neutraal,Neutraal,Helemaal eens,Helemaal eens,Helemaal eens,Helemaal eens,Eens,Neutraal,5,3,5,3,5,5,2,8,5,4,Niet eens,Niet eens,Helemaal niet eens,Neutraal,4,2,4,2,4,2,2,4,Mee eens,Helemaal niet mee eens,Niet mee eens,Mee eens,1
2023-12-19 01:30:51,2023-12-19 01:34:16,IP Address,,100,205,True,2023-12-19 01:34:17,R_14vGeqT232tyZYk,,,,,,,anonymous,EN,Ja,1991,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,2 keer,Mee eens,Mee eens,Mee eens,Helemaal eens,Helemaal eens,Helemaal eens,Helemaal eens,Neutraal,Eens,2,2,5,5,5,5,5,5,5,3,Niet eens,Niet eens,Helemaal niet eens,Eens,5,5,5,5,5,5,5,4,Niet mee eens,Neutraal,Een beetje eens,Een beetje eens,2
2023-12-19 03:10:07,2023-12-19 03:15:56,IP Address,,100,349,True,2023-12-19 03:15:57,R_2l4ShrGN75a2HX5,,,,,,,anonymous,EN,Ja,1994,Vrouw,Universiteit,,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,3 keer of meer,Mee eens,Mee eens,Helemaal mee eens,Niet eens,Eens,Niet eens,Neutraal,Eens,Eens,9,9,5,4,6,8,3,8,4,7,Eens,Niet eens,Niet eens,Neutraal,3,3,3,2,4,1,1,5,Neutraal,Een beetje eens,Mee eens,Niet mee eens,3
2023-12-19 03:50:07,2023-12-19 03:56:02,IP Address,,100,355,True,2023-12-19 03:56:03,R_5EEVnftA4ibnRPQ,,,,,,,anonymous,EN,Ja,2002,Vrouw,havo,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,2 keer,Niet mee eens,Niet mee eens,Neutraal,Niet eens,Neutraal,Eens,Neutraal,Helemaal eens,Eens,1,1,5,3,6,5,1,7,4,5,Eens,Niet eens,Niet eens,Neutraal,7,5,5,6,6,7,7,4,Mee eens,Helemaal niet mee eens,Mee eens,Niet mee eens,2
2023-12-19 13:56:31,2023-12-19 13:59:12,IP Address,,100,160,True,2023-12-19 13:59:12,R_2Fh7DX9qvKV9Gkp,,,,,,,anonymous,EN,Ja,2002,Man,havo,,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,3 keer of meer,Niet mee eens,Niet mee eens,Mee eens,Niet eens,Niet eens,Eens,Helemaal niet eens,Neutraal,Eens,7,7,5,4,6,3,4,5,2,3,Eens,Niet eens,Niet eens,Niet eens,5,6,5,4,5,2,5,4,Mee eens,Mee eens,Mee eens,Een beetje oneens,1
2023-12-20 01:41:30,2023-12-20 01:50:37,IP Address,,100,546,True,2023-12-20 01:50:38,R_1GUKIqOuSKsBGSM,,,,,,,anonymous,EN,Ja,2005,Vrouw,vmbo,,Heel waarschijnlijk,Heel onwaarschijnlijk,1 keer,1 keer,Neutraal,Niet mee eens,Mee eens,Niet eens,Niet eens,Niet eens,Helemaal niet eens,Eens,Eens,4,3,5,4,6,6,3,7,4,8,Eens,Neutraal,Neutraal,Niet eens,4,5,5,5,5,3,3,5,Mee eens,Mee eens,Mee eens,Mee eens,3
2023-12-20 04:41:29,2023-12-20 04:44:09,IP Address,,100,160,True,2023-12-20 04:44:10,R_61pQPHuC99q6rWi,,,,,,,anonymous,EN,Ja,2000,Vrouw,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,1 keer,Niet mee eens,Niet mee eens,Helemaal niet mee eens,Helemaal eens,Eens,Eens,Eens,Eens,Eens,3,3,6,3,6,4,4,7,4,8,Niet eens,Niet eens,Niet eens,Niet eens,4,5,4,4,3,5,3,3,Een beetje oneens,Neutraal,Een beetje oneens,Een beetje eens,3
2023-12-20 07:55:32,2023-12-20 08:06:25,IP Address,,100,652,True,2023-12-20 08:06:25,R_16lKHLxXcLyU602,,,,,,,anonymous,EN,Ja,2001,Man,Universiteit,,Waarschijnlijk,Onwaarschijnlijk,1 keer,1 keer,Mee eens,Mee eens,Helemaal mee eens,Eens,Neutraal,Helemaal eens,Eens,Helemaal eens,Eens,2,2,6,4,7,5,4,4,4,5,Eens,Eens,Eens,Neutraal,6,7,6,7,6,6,5,3,Neutraal,Mee eens,Mee eens,Een beetje oneens,1
2023-12-21 03:15:38,2023-12-21 03:20:11,IP Address,,100,273,True,2023-12-21 03:20:12,R_2G6qpMtaTTQ0Zim,,,,,,,anonymous,EN,Ja,2002,Man,havo,,Waarschijnlijk,Onwaarschijnlijk,3 keer of meer,2 keer,Niet mee eens,Niet mee eens,Neutraal,Eens,Eens,Eens,Eens,Eens,Eens,3,5,4,6,5,7,5,4,6,2,Helemaal eens,Eens,Eens,Eens,5,6,6,5,6,2,2,5,Neutraal,Neutraal,Mee eens,Een beetje oneens,2
2023-12-21 05:37:10,2023-12-21 05:44:03,IP Address,,100,412,True,2023-12-21 05:44:03,R_2Dy4ZkQIk4YSNG1,,,,,,,anonymous,EN,Ja,2000,Man,vwo,,Neutraal,Neutraal,3 keer of meer,2 keer,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,Neutraal,Neutraal,Helemaal eens,Neutraal,Helemaal eens,Eens,7,3,7,7,4,7,4,8,3,6,Helemaal eens,Eens,Niet eens,Neutraal,6,6,6,5,7,2,2,4,Mee eens,Mee eens,Helemaal mee eens,Niet mee eens,2
2023-12-21 09:29:22,2023-12-21 09:34:37,IP Address,,100,314,True,2023-12-21 09:34:38,R_1p8Pt9G7aih0HGo,,,,,,,anonymous,EN,Ja,2003,Man,vwo,,Waarschijnlijk,Onwaarschijnlijk,3 keer of meer,3 keer of meer,Neutraal,Mee eens,Niet mee eens,Eens,Helemaal eens,Helemaal eens,Helemaal eens,Helemaal eens,Helemaal eens,5,9,6,3,4,5,3,7,2,4,Eens,Niet eens,Eens,Niet eens,4,6,5,3,4,6,6,5,Helemaal mee eens,Helemaal niet mee eens,Mee eens,Helemaal mee eens,3
2023-12-21 10:33:40,2023-12-21 10:55:37,IP Address,,100,1316,True,2023-12-21 10:55:37,R_4gLmFPJBwnPRP11,,,,,,,anonymous,EN,Ja,1997,Vrouw,havo,,Waarschijnlijk,Onwaarschijnlijk,1 keer,0 keer,Mee eens,Helemaal mee eens,Neutraal,Neutraal,Eens,Helemaal eens,Helemaal eens,Niet eens,Eens,4,2,7,4,6,7,8,6,7,3,Eens,Eens,Neutraal,Neutraal,6,5,5,5,4,4,4,5,Een beetje eens,Neutraal,Een beetje eens,Mee eens,1
2023-12-22 05:11:13,2023-12-22 05:14:26,IP Address,,100,192,True,2023-12-22 05:14:27,R_2Hm9xpOghQIoVAB,,,,,,,anonymous,EN,Ja,1997,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,3 keer of meer,Niet mee eens,Neutraal,Helemaal mee eens,Eens,Helemaal eens,Helemaal eens,Neutraal,Eens,Helemaal eens,7,8,9,3,5,5,3,8,6,4,Niet eens,Niet eens,Niet eens,Eens,6,5,6,5,5,2,2,6,Mee eens,Een beetje eens,Mee eens,Niet mee eens,3
2023-12-16 09:46:16,2023-12-16 09:52:12,IP Address,,69,356,False,2023-12-23 09:52:18,R_4iaFIw4oLPCuB7K,,,,,,,anonymous,EN,Ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
2023-12-24 06:24:55,2023-12-24 06:31:33,IP Address,,100,398,True,2023-12-24 06:31:34,R_24bMfsl3EWYm1bZ,,,,,,,anonymous,EN,Ja,2002,Man,vwo,,Neutraal,Waarschijnlijk,3 keer of meer,0 keer,Mee eens,Niet mee eens,Helemaal mee eens,Helemaal eens,Helemaal eens,Helemaal eens,Helemaal eens,Eens,Helemaal eens,2,4,5,8,6,4,6,4,3,2,Niet eens,Niet eens,Helemaal niet eens,Neutraal,5,4,6,5,4,2,2,3,Niet mee eens,Een beetje eens,Mee eens,Een beetje oneens,2
2023-12-24 08:24:28,2023-12-24 08:30:16,IP Address,,100,348,True,2023-12-24 08:30:17,R_2lVLjewnn7uacSN,,,,,,,anonymous,EN,Ja,2002,Vrouw,mbo,,Waarschijnlijk,Waarschijnlijk,1 keer,0 keer,Mee eens,Mee eens,Helemaal mee eens,Eens,Eens,Eens,Neutraal,Helemaal eens,Eens,2,1,6,3,6,8,2,7,4,5,Neutraal,Neutraal,Niet eens,Eens,5,7,7,6,6,1,1,5,Mee eens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,3
2023-12-18 09:04:27,2023-12-18 09:05:12,IP Address,,44,45,False,2023-12-25 09:05:15,R_6QkG1mLsSRHHlcd,,,,,,,anonymous,EN,Ja,2000,Man,havo,,Heel waarschijnlijk,Neutraal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
2023-12-25 10:24:40,2023-12-25 10:35:11,IP Address,,100,630,True,2023-12-25 10:35:11,R_8uxLs8P5U64yBJj,,,,,,,anonymous,EN,Ja,2001,Vrouw,vwo,,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,3 keer of meer,Niet mee eens,Helemaal niet mee eens,Niet mee eens,Niet eens,Eens,Eens,Helemaal niet eens,Neutraal,Eens,1,1,5,8,6,4,6,4,3,1,Neutraal,Eens,Niet eens,Neutraal,6,6,6,6,6,2,2,6,Mee eens,Neutraal,Een beetje eens,Een beetje eens,1
2023-12-26 01:04:41,2023-12-26 01:08:05,IP Address,,100,204,True,2023-12-26 01:08:06,R_1eOKbvcCRfIganD,,,,,,,anonymous,EN,Ja,2000,Vrouw,Anders:,Bachelor,Heel waarschijnlijk,Neutraal,3 keer of meer,1 keer,Neutraal,Neutraal,Mee eens,Niet eens,Neutraal,Neutraal,Eens,Eens,Eens,7,8,5,4,4,5,3,5,6,5,Eens,Eens,Eens,Niet eens,5,4,6,4,5,6,6,5,Een beetje eens,Een beetje eens,Een beetje eens,Een beetje eens,2
2023-12-27 03:34:13,2023-12-27 03:44:23,IP Address,,100,609,True,2023-12-27 03:44:24,R_2xYrMM8jD9idBrA,,,,,,,anonymous,EN,Ja,1998,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,2 keer,Mee eens,Neutraal,Mee eens,Eens,Helemaal eens,Eens,Eens,Eens,Eens,2,3,5,4,5,7,4,7,7,4,Eens,Niet eens,Niet eens,Neutraal,6,6,6,6,6,6,7,4,Een beetje eens,Mee eens,Helemaal mee eens,Helemaal niet mee eens,1
2023-12-27 10:02:35,2023-12-27 10:06:10,IP Address,,100,215,True,2023-12-27 10:06:11,R_2r1wyHkcMwxKIgs,,,,,,,anonymous,EN,Ja,2002,Man,vwo,,Neutraal,Waarschijnlijk,2 keer,0 keer,Mee eens,Helemaal mee eens,Helemaal mee eens,Eens,Eens,Helemaal eens,Eens,Neutraal,Eens,6,4,6,4,7,4,6,5,3,3,Eens,Neutraal,Eens,Helemaal eens,5,6,5,5,4,3,2,6,Een beetje eens,Neutraal,Een beetje eens,Een beetje eens,2
2023-12-27 13:42:37,2023-12-27 13:45:43,IP Address,,100,185,True,2023-12-27 13:45:43,R_20qpRyVA8IEy9a1,,,,,,,anonymous,EN,Ja,2002,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,1 keer,Mee eens,Neutraal,Neutraal,Eens,Eens,Eens,Eens,Eens,Eens,4,2,5,3,7,3,3,7,4,6,Eens,Niet eens,Neutraal,Niet eens,7,6,7,6,6,6,6,6,Een beetje eens,Een beetje eens,Mee eens,Niet mee eens,3
2023-12-28 03:46:29,2023-12-28 03:51:47,IP Address,,100,317,True,2023-12-28 03:51:48,R_8wmSf0pH6tR9CHn,,,,,,,anonymous,EN,Ja,2005,Man,havo,,Heel waarschijnlijk,Heel onwaarschijnlijk,2 keer,1 keer,Neutraal,Niet mee eens,Mee eens,Neutraal,Neutraal,Eens,Niet eens,Eens,Neutraal,5,4,6,4,6,5,4,7,4,5,Eens,Neutraal,Neutraal,Niet eens,3,4,6,5,5,5,3,4,Neutraal,Een beetje eens,Neutraal,Een beetje oneens,3
2023-12-28 05:02:06,2023-12-28 05:06:57,IP Address,,100,290,True,2023-12-28 05:06:58,R_5w07feF9CZ2o2Ku,,,,,,,anonymous,EN,Ja,1998,Vrouw,Universiteit,,Heel waarschijnlijk,Neutraal,3 keer of meer,3 keer of meer,Niet mee eens,Niet mee eens,Neutraal,Helemaal eens,Neutraal,Neutraal,Eens,Helemaal eens,Eens,3,3,5,4,6,5,3,7,4,9,Eens,Niet eens,Niet eens,Niet eens,6,6,6,6,6,3,3,6,Een beetje eens,Mee eens,Mee eens,Niet mee eens,1
2023-12-29 03:30:34,2023-12-29 03:36:44,IP Address,,100,370,True,2023-12-29 03:36:45,R_3GKyuLC0vG8dE8I,,,,,,,anonymous,EN,Ja,2000,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,0 keer,0 keer,Mee eens,Mee eens,Helemaal mee eens,Eens,Eens,Eens,Eens,Helemaal eens,Helemaal eens,4,3,7,4,4,3,4,7,5,3,Eens,Neutraal,Neutraal,Eens,5,6,5,5,6,6,2,4,Een beetje eens,Mee eens,Mee eens,Een beetje eens,1
2023-12-29 04:01:35,2023-12-29 04:04:40,IP Address,,100,184,True,2023-12-29 04:04:40,R_17asJMZGFpgveUy,,,,,,,anonymous,EN,Ja,2000,Vrouw,Anders:,HBO Bachelor,Heel waarschijnlijk,Onwaarschijnlijk,2 keer,2 keer,Helemaal niet mee eens,Neutraal,Neutraal,Eens,Eens,Eens,Helemaal eens,Helemaal eens,Eens,5,5,8,3,5,8,2,9,2,9,Neutraal,Niet eens,Helemaal niet eens,Neutraal,6,6,6,6,6,2,2,4,Mee eens,Een beetje oneens,Mee eens,Neutraal,3
2023-12-29 05:08:03,2023-12-29 05:10:01,IP Address,,100,117,True,2023-12-29 05:10:02,R_4gdsWuwys7NY43h,,,,,,,anonymous,EN,Ja,1997,Man,havo,,Neutraal,Neutraal,0 keer,0 keer,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,Neutraal,5,3,5,5,5,5,5,5,5,5,Neutraal,Neutraal,Neutraal,Neutraal,4,4,4,4,4,4,4,4,Neutraal,Neutraal,Neutraal,Neutraal,2
2023-12-29 05:35:17,2023-12-29 05:38:50,IP Address,,100,213,True,2023-12-29 05:38:51,R_2nbcQtv17MrxLZn,,,,,,,anonymous,EN,Ja,1999,Vrouw,Universiteit,,Heel onwaarschijnlijk,Heel waarschijnlijk,1 keer,0 keer,Helemaal mee eens,Mee eens,Helemaal mee eens,Eens,Eens,Niet eens,Eens,Helemaal eens,Neutraal,3,3,3,8,6,4,5,5,4,1,Eens,Neutraal,Niet eens,Eens,5,3,6,6,6,3,3,4,Een beetje eens,Mee eens,Mee eens,Een beetje oneens,2
2023-12-29 06:30:11,2023-12-29 06:38:06,IP Address,,100,474,True,2023-12-29 06:38:06,R_424plr0xDEd4YB2,,,,,,,anonymous,EN,Ja,1997,Man,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,0 keer,0 keer,Niet mee eens,Niet mee eens,Niet mee eens,Eens,Eens,Helemaal eens,Eens,Eens,Helemaal eens,9,9,6,6,5,6,6,6,5,5,Eens,Niet eens,Niet eens,Eens,4,5,5,6,5,2,3,5,Neutraal,Een beetje eens,Een beetje eens,Een beetje oneens,3
2023-12-30 03:56:43,2023-12-30 04:00:23,IP Address,,100,219,True,2023-12-30 04:00:24,R_6EgcFesdelWXtnT,,,,,,,anonymous,EN,Ja,2001,Vrouw,Universiteit,,Heel waarschijnlijk,Neutraal,3 keer of meer,1 keer,Niet mee eens,Mee eens,Mee eens,Eens,Eens,Eens,Eens,Neutraal,Eens,3,3,8,7,5,5,4,7,3,2,Eens,Eens,Eens,Eens,6,3,3,2,3,1,3,5,Mee eens,Mee eens,Mee eens,Een beetje oneens,1
2023-12-31 04:16:17,2023-12-31 04:26:02,IP Address,,100,584,True,2023-12-31 04:26:03,R_5bVPsUhW0JOv2kp,,,,,,,anonymous,EN,Ja,1995,Vrouw,Anders:,hbo,Neutraal,Neutraal,3 keer of meer,3 keer of meer,Mee eens,Mee eens,Mee eens,Eens,Eens,Eens,Niet eens,Eens,Eens,3,3,7,3,5,7,4,7,5,4,Neutraal,Niet eens,Niet eens,Helemaal niet eens,5,6,6,6,4,3,3,4,Niet mee eens,Mee eens,Mee eens,Niet mee eens,2
2024-01-02 07:27:12,2024-01-02 07:30:52,IP Address,,100,220,True,2024-01-02 07:30:53,R_2e2xDBlD4yoa0fW,,,,,,,anonymous,EN,Ja,2006,Man,mavo,,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,2 keer,Helemaal mee eens,Mee eens,Mee eens,Niet eens,Eens,Eens,Niet eens,Eens,Niet eens,3,3,7,3,3,6,4,7,5,4,Eens,Neutraal,Niet eens,Eens,5,5,6,6,6,5,5,5,Neutraal,Een beetje eens,Een beetje eens,Neutraal,1
2024-01-02 07:35:54,2024-01-02 07:41:18,IP Address,,100,323,True,2024-01-02 07:41:18,R_5w5orpVEaFqtVuJ,,,,,,,anonymous,EN,Ja,2000,Vrouw,Universiteit,,Waarschijnlijk,Neutraal,0 keer,0 keer,Helemaal mee eens,Mee eens,Mee eens,Helemaal eens,Helemaal eens,Eens,Helemaal eens,Helemaal eens,Helemaal eens,4,3,6,5,6,4,5,6,6,3,Helemaal eens,Helemaal eens,Neutraal,Eens,6,7,7,6,7,3,5,4,Een beetje oneens,Helemaal mee eens,Helemaal mee eens,Niet mee eens,2
2024-01-02 09:39:36,2024-01-02 09:41:30,IP Address,,100,113,True,2024-01-02 09:41:30,R_5E3IE4oo8PMZMel,,,,,,,anonymous,EN,Ja,2001,Man,mbo,,Waarschijnlijk,Heel onwaarschijnlijk,0 keer,0 keer,Niet mee eens,Niet mee eens,Niet mee eens,Eens,Niet eens,Neutraal,Eens,Neutraal,Niet eens,6,5,5,5,6,4,5,6,4,8,Neutraal,Niet eens,Eens,Neutraal,5,4,4,3,4,3,5,6,Een beetje oneens,Neutraal,Een beetje eens,Mee eens,3
2024-01-02 11:24:19,2024-01-02 11:37:36,IP Address,,100,796,True,2024-01-02 11:37:36,R_2zSA3k5XkmxTue5,,,,,,,anonymous,EN,Ja,1999,Vrouw,Universiteit,,Waarschijnlijk,Waarschijnlijk,3 keer of meer,1 keer,Mee eens,Mee eens,Mee eens,Eens,Helemaal eens,Helemaal eens,Helemaal eens,Eens,Helemaal eens,4,3,7,6,6,5,6,4,4,3,Eens,Helemaal eens,Neutraal,Eens,5,6,6,6,5,2,2,5,Mee eens,Mee eens,Mee eens,Een beetje oneens,2
2024-01-02 15:09:58,2024-01-02 15:16:51,IP Address,,100,412,True,2024-01-02 15:16:51,R_8AQEgfS2HmYqmXB,,,,,,,anonymous,EN,Ja,2001,Vrouw,Universiteit,,Waarschijnlijk,Onwaarschijnlijk,2 keer,1 keer,Mee eens,Mee eens,Helemaal mee eens,Eens,Eens,Helemaal eens,Eens,Helemaal eens,Eens,3,4,6,4,4,7,5,7,3,3,Eens,Niet eens,Niet eens,Eens,6,6,6,6,6,3,3,5,Een beetje eens,Helemaal mee eens,Mee eens,Niet mee eens,1
2024-01-03 02:36:16,2024-01-03 02:39:54,IP Address,,100,217,True,2024-01-03 02:39:55,R_2D2rIXQqWA5vHys,,,,,,,anonymous,EN,Ja,2001,Vrouw,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,2 keer,Mee eens,Mee eens,Mee eens,Helemaal eens,Helemaal eens,Eens,Helemaal eens,Helemaal eens,Eens,2,2,9,7,3,8,6,6,7,3,Eens,Eens,Eens,Eens,6,6,6,6,6,1,1,3,Neutraal,Mee eens,Mee eens,Niet mee eens,2
2024-01-03 04:12:49,2024-01-03 04:15:56,IP Address,,100,186,True,2024-01-03 04:15:57,R_31o0FSvJ1ID7fSN,,,,,,,anonymous,EN,Ja,2001,Vrouw,Universiteit,,Heel waarschijnlijk,Onwaarschijnlijk,3 keer of meer,3 keer of meer,Neutraal,Neutraal,Mee eens,Eens,Niet eens,Eens,Eens,Eens,Neutraal,5,4,7,4,5,7,4,6,5,7,Eens,Neutraal,Neutraal,Niet eens,5,5,6,4,4,3,3,5,Een beetje eens,Een beetje oneens,Een beetje eens,Een beetje eens,3
2024-01-03 05:37:39,2024-01-03 05:44:25,IP Address,,100,406,True,2024-01-03 05:44:26,R_4Sug12TioMaohDh,,,,,,,anonymous,EN,Ja,2001,Man,vwo,,Waarschijnlijk,Onwaarschijnlijk,1 keer,1 keer,Niet mee eens,Niet mee eens,Neutraal,Eens,Helemaal eens,Helemaal eens,Helemaal eens,Helemaal eens,Helemaal eens,6,5,5,4,5,6,4,8,5,6,Eens,Niet eens,Neutraal,Neutraal,5,5,6,6,4,5,4,4,Neutraal,Mee eens,Mee eens,Niet mee eens,1
2024-01-03 11:00:19,2024-01-03 11:04:20,IP Address,,100,240,True,2024-01-03 11:04:21,R_82VoiyORY1gnfk4,,,,,,,anonymous,EN,Ja,1996,Man,Anders:,HBO,Heel waarschijnlijk,Heel onwaarschijnlijk,3 keer of meer,3 keer of meer,Helemaal niet mee eens,Helemaal niet mee eens,Helemaal niet mee eens,Neutraal,Eens,Eens,Neutraal,Eens,Eens,8,7,5,4,5,5,4,7,5,8,Helemaal eens,Niet eens,Neutraal,Helemaal niet eens,5,4,4,4,4,3,5,5,Mee eens,Een beetje eens,Een beetje eens,Neutraal,2
2024-01-04 04:31:39,2024-01-04 04:36:32,IP Address,,100,292,True,2024-01-04 04:36:32,R_2lzyS3uC49Go9TT,,,,,,,anonymous,EN,Ja,1996,Man,vwo,,Waarschijnlijk,Onwaarschijnlijk,3 keer of meer,0 keer,Mee eens,Helemaal mee eens,Mee eens,Niet eens,Eens,Eens,Helemaal eens,Neutraal,Eens,3,3,7,4,4,6,6,5,4,3,Helemaal eens,Eens,Niet eens,Eens,7,7,6,5,6,3,2,4,Een beetje eens,Helemaal mee eens,Helemaal mee eens,Neutraal,3
2024-01-04 05:15:21,2024-01-04 05:23:16,IP Address,,100,474,True,2024-01-04 05:23:17,R_2foCq5arQbbXDP3,,,,,,,anonymous,EN,Ja,1998,Vrouw,havo,,Neutraal,Waarschijnlijk,1 keer,1 keer,Mee eens,Mee eens,Mee eens,Neutraal,Niet eens,Eens,Eens,Neutraal,Eens,5,3,6,4,5,6,5,6,5,7,Eens,Neutraal,Neutraal,Neutraal,5,5,4,5,4,3,3,4,Neutraal,Een beetje oneens,Een beetje eens,Neutraal,2
2024-01-04 08:03:27,2024-01-04 08:08:18,IP Address,,100,290,True,2024-01-04 08:08:19,R_2jVVWvgt4YjrJk5,,,,,,,anonymous,EN,Ja,2003,Vrouw,vwo,,Heel waarschijnlijk,Neutraal,3 keer of meer,1 keer,Neutraal,Mee eens,Mee eens,Niet eens,Eens,Eens,Neutraal,Eens,Eens,3,2,4,3,5,6,4,6,6,4,Eens,Eens,Niet eens,Neutraal,4,4,6,5,4,2,2,3,Mee eens,Mee eens,Mee eens,Neutraal,1
